case,cores,plan_sha256,p2_sha256,p3_sha256,no_l2_makespan,cache_makespan,cache_gain,hit_bytes,miss_bytes,byte_hit_rate,category
070,2,9bc83e02498275c94029d5605b46028c57672f6bfcda96ffad336ab159241dc6,1fcfe7cc898c891569d3157cc0f353e152396035b1191532748971b15210bca9,b22d3dc1b7afcc1ff532c212036f7676c70660a099279748dace64bd1142675c,47873,47872,1.0000208890374331,158722,544194,0.22580507485958493,positive
071,2,c01261fb14701bd6a7dd324ac7835ca7bf37add9198e385c9de170e4ae70a6d3,e92f2b262d83d9fdd33cd59b2f1769f482e3b13012fed3bc3092b50c6d340c54,6cf8e03ac9f1892916487525c7bc8cdd893895e11290925213660a08c5b5ef95,9411,9191,1.023936459580024,39172,171846,0.1856334530703542,positive
072,2,60dd72be78b69ac0e026560ff9a5f4a625bb6b7f79b02a1b8c4a52b6b0b507e9,1907ed141d5e3c9ef39b99d22da675d48d9e3c3183fa9450b3347918d3e06cf1,d64bececcea9ffd5209ce049d0f60086a2bc22c003e00526d396b8831160ad10,11652605,11629446,1.0019914104248817,9537540,112661314,0.07804934079005356,positive
073,2,ae408b28266f7b8678a2a43ee9f0b28de44268431e4cc3d2c27c55a04c403e1a,1f24b247bf9b2220596eb7b3c74b6b51b78691f783320c3255d71c015266871a,9f2da0c84d9d2e43ba206a7314e243199c081b48b18471d21fa6a65897920d59,5606731,4407019,1.2722275533643037,102719360,7062144,0.9356709122877384,positive
074,2,ece2d1bed80747d6100e36f62fe98445c1403b925d78cdc64d51360f5c0fe54f,503f0927eeb458885bb2c4d7c7968bb0f4263cec57ef78539d891470d9a58456,f03c4e505508a9224f88a18bea010eb2d5999595d230f41da8df9915af31920f,792275,792027,1.000313120638564,2392070,4866208,0.3295643953014751,positive
075,2,843f363ba72c25daf00a7e310b6c4392564dd55d0bd7ef376f4da12ae5f6c22c,00f239ee33dd7e67fbaec1113a4068bff725952ecf8f78aca3b643d12823de52,2cabffcb585cf7983f6015bbc94bc4007822e73b3c549124d560604d06c3c8c0,598374,597858,1.0008630811998835,569346,3156362,0.15281551855378897,positive
076,2,75bda1ef501c59592af4496a321f0a9f52a673e59f9fbcc9e089c882e5aaa74e,fc3264df7ea189ae74e3bfcbc6c90a96ddee815093faa5e15409ff4b4ba011e3,ff7cc0544303d5bec73b4d6ef84d6d1138a215f52b8e301612d6742225e560e2,3042855,3042276,1.0001903180382057,11360256,15677440,0.42016361157400395,positive
077,2,db7b39cb8f6b4f73decbd0a27b03d10e081bafebf4d0b0f03fefa265b17401d2,86f27b145e3e7ffc8fbc86932cd1c8373f97fd8f8164d23762f5dbb7e30a08c5,a4e64c169bf2c723ca94cd50d097dba3b77086a27959abf276dda74cf459729c,230171,226575,1.01587112435176,392098,3561942,0.09916389313208769,positive
078,2,88959ea6e1eb7575fcc529786cdf63be7401a12c5999308227926d178f1680fb,59ebb9e744700247cf0c9b5f189770866ec596d693fe16afec34c8ad3e2ac8bc,59071b23177c6ccfb3739c7069e94694f7098009c606981f85fd8a43aabf06b4,1064213,1051555,1.0120374112623687,1356552,4305912,0.23956920520819205,positive
079,2,a43eb15196ae6eb1a84c92e96a28274176872d500d90a08da0f199d3ff5112ad,bffc14c06cd39c1996700b1d5ce97d0f2450c6df454c7d75ffd0f3140427e98b,d6e049823bc0d20b981c25051e63ec65f580f7fef41dd46967fcfc251c704dc3,14960916,14960916,1.0,0,128544768,0.0,parity
080,2,fe167bcb132e4f1b1657770bd4d3ff976331cf04bae22dc96ddb8b9f1cf6a062,b8bc8c426e83632aa593655f087b00f4f0b6f870f0e43aa108220956953e2045,ea13576447f232ced850c2a32f8addb2ab3d11c36c0ab46367081b0c7016db81,145926,145674,1.0017298900284197,1785856,2310144,0.436,positive
081,2,3ac0efa331d6e01c5a3123252fbfd6de856181e24cf183ed356f43d8ac886e41,d7ae4c8f15c2add3c7f660cb1aec680270f06fcb7e7274eeadeca6e67d9eaccd,b014c21a4c6542372dcdec33ebcfc9755fa01e3f725021e0e3dcc693e058d280,76938,76938,1.0,0,1044820,0.0,parity
082,2,5708c821a4b0162facfc93eb547154e00b7b5df03706f0d829e205c5416d9b7e,5d64dc22eda6005ae65a88151483dfaba7a61d398a454da155afb0d5c3ed991a,4426abe9b93de8b521ee3a3484652b1e201f50221574baeac9a2f0bd3d465c88,302601,301288,1.004357956506731,148486,1122438,0.11683310725110235,positive
083,2,ebb96a5b9dd5cd528b6e1ff82681aa7c64eb613b9b9f2a1603ca7edf097cd41c,7484e164dd8cc11a4a8c606ea65a2a0702936e16b44a6ff0e404c4d494a4885c,a72ba4cd2f19c46d34519f647ed1a68b97e5c9ce98af79d4d48560a359aaf360,419095,419095,1.0,257344,4043648,0.059833638379239024,parity
084,2,4361995702f2eeb0acdc647f513cea5d7b96038a5febd86bb20ebf3a9780084a,9213749befc9ecb188f0d8b993646aa40069c30ee0b94de516840990b0a94a1f,da9f7f80680d7b48d6f711c893c869706bd8dde588e16e43d02a4a4c49503c37,634124,634124,1.0,0,9927786,0.0,parity
085,2,108ad387a62854c130d264563bce2b105211005c29380d7e55d07f41ae48bc9b,a1b318c55c05e4773b43049f70e0c0e6088f753fb2084806efc448bf04230000,b17b991510c7a2e7385e847d27243690bd7b5b39b4e0727bd302200f5230f2c7,1325936,1322089,1.002909788977898,406532,3739784,0.09804655506237345,positive
086,2,a38e54cc30461c08425076bde19914732d40a9de2f7d368541dedb7c391eea13,b3e43397d983d122742ed27ced3b26fc314ec8c99adebd2b7d950d0bd96e385f,56f89250c319604912ae5f8bae517b9f21c0226a2d961221f15b23e4cee0f73d,48343,48279,1.0013256281198866,168194,500938,0.25136146530131576,positive
087,2,3ad84e869a11ed81bd638de130d3ee2adc9f7f67600fef87029cab1574808564,ddb5c38bfba48162adb01aa2bbc73613ebc1932c77dd7dd02a8ae3b06fdd085f,183fc9b3b200ce08254bb7131965e29b2abcce8f0caad9f396ccc203b2a8b305,1817441,1814963,1.0013653170891088,3031178,11501522,0.20857638291576927,positive
088,2,e465f5f58e05c81afe877f73573628923a02facc251b25ac0715063bfbef010c,de2daee14b3298c7e0f47a1588cda68066e9d35ac22ee8044e61b4402cb788d0,9d705938991124f978ab61a835d9634a342efc910af567df1555029f50f36fb2,107302,105026,1.0216708243672996,530312,2571624,0.1709616188083829,positive
089,2,858991f750b437e79525476334006769dfc465f4eca7dd0b26f7e6dd6d0aec5b,b853cf5f02018fd6dd62398fd8626d33a098098cf6404182ad516cf8f449f54c,fb31eb254d592750175f7d3c78887ae4c99b61c77257d0189d953593b9e7b855,296816,296816,1.0,0,641280,0.0,parity
090,2,f46585036a702ec3841ed23745d81a11bb507047903f92e989766ba715636fb6,38c1d7ded35811f8ac769807d3ab3853281bd8cc486ca6ea43a5ce8bd57e4bc1,955e249530cd008f11925b48608d0b9d88db66a5f06c0b3578a8870c0212b159,467727,450790,1.0375718183633178,2568816,4065168,0.3872207108126881,positive
091,2,bcaada1bc18496efb1ec93a9c8b3e11f638d3f02692cf8fb11801745772f7457,e3166cfbd1db4810d765e4a1cd07fa77f492d371af2fbdc607af8d50fbd0a73a,b61030d94eaea507d3af448610ad5db0a1394601e85b4b914c3867bda2656f86,4510546,4510546,1.0,546528,44378420,0.012165356318275538,parity
092,2,f786edc1e220a752ffe42ec952b602595caa830af5c3e0c21697b8ee2a8ee239,3f3aae764a207c9a07854e8445ce4f940cee7e4fe3dfa511efb5885805661ea5,7279d157a888c96fdff4e2b923398d97d3b3db893bbdb0393d099a263ece1ed0,1926496,1926496,1.0,0,5612736,0.0,parity
093,2,dfdd3738147168735dd19a1979d1f0bdf05933a6a57cf6f8f025d3333149731c,7714d4bb036f1e423ab3f13909960b34d3be95bc36bd224061f969a6b1646565,858d54b5239f0917650b08dfc8792378d33920cb2d67540964a4c7ef7749b2bf,37827,37827,1.0,0,581632,0.0,parity
094,2,5746257176863759e5d9426bf949ae0a85035677109788f973a7c6d2742c2f2d,49544e47beab814d82b9baf0b44c73e1d18b24622fa2886f47fa07588fedf2d4,b9b1c58f326a4a80c902e02597829227f7fce0ddfc72ee83f00bd0bb9d7f9484,39329,38604,1.0187804372603875,116512,886560,0.11615517131372424,positive
095,2,5fcd6a33a3d7f3a99de52894b2128eb983f90ff7df6ffe4d2998ad779f9c5feb,283b55ddece7121c3c338faaf1c871f85f04e0bec28592184461d52fe286180d,8f143d47ab1afb50ba581e5fb67b4bb3a3528a5e80a554e7b1ff0fce5fe7c5b9,535614,535614,1.0,0,8516508,0.0,parity
096,2,82d856e7ea103feca2b83d90310ed04e5fc42a8161bcd21441cb7fe6ec5e80ea,4e6a6fd3044b1efd67dddd86caab91d044a034f41e4bb5dcff889cd1d202a2c8,79ad088d4ad182cfe48d883133d4048b6ab8581a01efde7e131d1f790b9495e0,28547,28498,1.0017194189065899,132288,343444,0.27807252823018,positive
097,2,33069622a698fea4d54cc9eee3480def70583922292ca34cd36299afcb80e605,b657d68a08185717e9a014f5a89752e08a55b06569bdd794b621ea473009e459,fd91bbb9b4d204b6c25200e46460b12f3a7d2b8251a124dcd55ad1a40ffdf23f,5309578,5309578,1.0,40960,16990208,0.002405002405002405,parity
098,2,14346d133af6177d085f0e7c9f1fb0696d5783c123377080083cc4f9552105fc,f90310553c43e789024b24d372a07e74d3cf31dc1516904397d758f4ecb4eda6,2814ef61ed27dea7d0e0df7523cc17abfdbbcadb93c3ad6f2694594749f42800,82752,82472,1.003395091667475,413706,1000464,0.29254332930270055,positive
099,2,8440bfeb0ef70be2120451f012a9e60bb6ed457435c462189222f0f07f92d24c,1a1b06f27712ee5db7800166531cb3c19c28a73d65190f37ebfe32346b749a7d,fb8ad484e06e7619b0701ef43cf33aa34c1abb6c7f4cada18be5b69d19caf9b8,801077,801077,1.0,867328,4381954,0.16522793021979007,parity
100,2,5cb4f51f10394e1a2321bd28bb052559c8d0788e482b039448ce0ec25e352999,098b130117331b45d962cd827540dc70aff301c096cc0b715bcd630b9b3ebe38,2af97924464457a0705fc761c28850666a04d3d867fd74bac43732c50c8b95fc,56525,56079,1.007953066210168,334602,782874,0.29942656486582264,positive
001,3,4e96e3bdbf30c338dc113ab77246a65f9c250f0969603e78a222f0419cc7465a,84d5d3f631c37004092c36f056cb5d1171c9c2da22418d16c2f3b86d63fa0a32,5f5447df9e3b8ea23ad550306a7ae06b8b226b24f62768731cefb70ef148ff87,78545,78545,1.0,0,822656,0.0,parity
002,3,b69da7e6518a8120ece8d5f118801d5c0d28b5825f5516b8489a1f46b7aba232,0f49189238538fdcc6fb1b5aa695c2a98f61ccf4ca8f59c0d3c401a055feb402,efd355becf9c52f3b4e8990b3676aa0f534b9484579db5b13ddb7943f1dbb486,93527,93527,1.0,0,1225728,0.0,parity
003,3,8a74bfa997261732bb465c7f2da5bd3c18d553ba1bffe6063f77a124fb7fb6ce,ed917536f1bdfeb915f5473431245e957492a4ea049d6407b5fd2ae3ed6004ed,73a9ac170445b8c24ea3732b1922effba272a128681d01532036543d4fd18a7a,170057,169168,1.0052551309940414,1090320,2379234,0.31425364758698093,positive
004,3,d59b656b67aff612ad74c1b76303d62f14de9da1e7be1862c5d36b13b29fbdcd,a27d13140017e79aa840adae0e3c5aee4555bc2e7fda168f7cafbd094282fc9f,9c261ccde9acee7b3e0a4d12a830568f0b74e268430beb891dbcb986346271c2,130725,130725,1.0,0,672768,0.0,parity
005,3,32604643fce0c41085c8a70a7a854de819e8e903bc06735fc3bdb671e72aa373,1b98014912e7cdc2ebba4fe8f6ab59d7eb2241f33fcd60f4cf9301c2a07ffd3c,d60ff496ade832cd4c7587b1d5a0c0f6045995c9974baa4553db2ff524a6824f,31950,30855,1.0354885755955274,320940,636582,0.33517767737973647,positive
006,3,6ace3bfebe7d64f4ff8369e3389aa887fd6d22e18b0cb95e91704e2fb983a536,4da32d1ee95d1e2cff3b004071b9d3dc942b8a259055ecc6599111cf3600f0f1,8b8bf8dbcb462509d291c13b26b77de95decb95fffe5033135576d5ccb4222b5,28486,27285,1.0440168590800807,349976,765620,0.31371213234898654,positive
007,3,704d7fedb299e3ec2388eb8ceb319a7bb52056d21003abd1a03a877a8804d3ec,81cf7a454ee376c09cd0b80ddf2a6f8951937559c78ffa28338b79f90ba2cecc,2dc9558550dae29e468fb3be30a06efc658cb473d4648d18c3a402fd019e8158,326994,326994,1.0,0,935424,0.0,parity
008,3,7103c670026f0c68205fbb96908dcd8cb68e3bb8abf81e699977a3a55c746cba,7d51db9aac9e9e855d1f01a92861759ad3b5ce1a5273e256cd47548448117960,1fcba03ff8369a840325102a0ebd91aa189de913ae198d679428cf89a07ac482,84303,84303,1.0,0,1990872,0.0,parity
009,3,27d4be8ce2cb478c8aa5f88b1456fbd76ee8ff54cb0797cc78856d1f2930f1f8,35c0f4d81c96945738994b48d2aa4e6528f9a01df368a3413ef1c600e0a0fc77,de56a99c143f9fa78e8fd72c53cdebb11fa3714b3f1eb4ac04c662747be980be,45770,44457,1.0295341566007603,370112,838662,0.3061879226389714,positive
010,3,4ce6d9dd76381b9f530f2ef281ee84d2e720a815b0a872b42c4afd42e8e52a8f,22eeb21e2df0cf7dc36c996ca6b6e3395c8004260cf52eae8284601eb9daba85,8625d48b59a1dd30c5f5d547a8d9db7627ab558c082736db53a6e06140ea6cde,23140,22823,1.0138894974367962,230466,615474,0.27243776154337185,positive
011,3,8a6ddf25b9b9b2512cb2cd15ef64dc86cc5a34b3b2fc50e7cc0b9b23e704a705,7490f546f85373cec8bdba22670de5bc6367f49cc1da5c30f0c0efa6a7eb8713,f5e8b5e4004b7da106a074a001b93a036c037657d53a401c75e65c61b4ea4970,69625,69625,1.0,960512,661504,0.5921717171717171,parity
012,3,6c04b4e8a070199e17a771d04256f9b093f014fb2f7f80d0f8e49638bcf05209,f17457c745705b821037bf9a26ea9feb3e80f6e5ac163e619e038ee72d9d0b50,d36c4f7022b9b0a43e00c95412e88126f8b40713027d5b0559a425b0af9893be,16286,14299,1.138960766487167,187362,567792,0.24811098133625725,positive
013,3,4934216d6c6eca2cae9d5ae003bb84774487674267697c803d6afd12974f3348,ed344573677e3f4af97a5b5d7a7cbe51d3f6d405c0adcb6d1b5a873b51ae26b9,e067d26fd7fba03ac97b1c255557faa51d271102b4ded674a769b02bab61125b,88351,88351,1.0,0,2039808,0.0,parity
014,3,486c9d9743e94f707dc5f2bbdb66f1111ebdfa33a0d4a2142912111fa8f6849a,b1a447af2f1af91d281a485f8df74f10eabf82439873386381792eb556f06bbd,c3ba076782f4343b948d05712fbb881828c6e1f48e64af007ccbe1f1cbabcfbc,5888390,5853384,1.0059804721508105,31448544,38649672,0.44863544030849517,positive
015,3,6f7174307a159f53029f7c475bcf1098e0dd782055d47447de5f7d60d36f0467,429628156c8e44316d6ea103bc3b7557dbed9438e1f6adaef3960766f21ec22f,096ede26630f8ea45c002feeca38a23c4c9bf6de47d9ed9ca83ce75108a53cfa,44464,41211,1.078935235738031,703458,1300912,0.35096214770725964,positive
016,3,58b9ce83a5361d919a9ebe6218b9ba0b6c1451c460b22ea422b35f6454fd776f,34adfdf08caaa7ab89e3a7c58096d4afbb0e22b43ff4371bec61d364ace4e753,2bf61e6d1dd5bb48512ff39e3f571e83366103ddc69fe36319ca262e1ac3b482,2884306,2884306,1.0,608,395044,0.0015367039721775702,parity
017,3,2b21dd45d82254bf3af6a7a1a59265f6bdff29be87e0b29390a9371262ea1808,c42f3358d5b907477dd28d67630451dd906a2154200eca50b9b6a55d43b5754a,d99f7cb48add6265ebb675568c4a06ca6dd0b0251a6ca49cf83fbde09ed87f56,42129,40602,1.0376089847790748,395846,810856,0.3280395656922753,positive
018,3,8b01da83d6d5bdc1b4a65879c53c4b6b5b97a46f6e85da8de57bb077ed49749d,e1189146c297da517dbee883b3145be4ae33cf86af875065342663df3d187dab,d0b2ecb149667a9b74d83855187f1acd23487a0760c8b2a3a09c72fe6e56b85e,334156,331328,1.0085353486575237,2436608,5513496,0.30648756292999435,positive
019,3,b99b4529d3013164fd29fd80c9b452fb02d06a788ea7f5821079804d1ec9e8d5,9acaa3921965a62366925e0014c7d6fcb0c199ab022ae765d3c8a5484fdfda36,c60010486fdd73b891023cff4dee86005277dfa2f2b58ccf7db1af4c0fd187f3,22795,21684,1.0512359343294595,112704,538046,0.17319093353822512,positive
020,3,d2944ceba56ce50f56f52cc61143d234afac78aedfe3a72b7cbded8419040ed4,e85c6c3270d2654f25e5bc02ac1f47e3237db6b7694adb3616d789b4425f8d50,fda3f3f3e32633bc584b1d4759103751acc0fca975b4eb37951f500d74065d57,184495,184495,1.0,0,1179648,0.0,parity
021,3,13362774572585a30167aed18b9929d52f1962390d05fafb3dc4dbd318a098c4,e7b6d54df96bca81730c7dadc8b59a65d988da75476be81ea0b550e4f4dad3c6,f6e460a78209a37b3edb003692efd590378687e4efa7575b286dfa0245c2edb5,2140720,2140863,0.9999332045067807,3692544,22206464,0.14257472718646214,negative
022,3,7950ef4a9fb1eb7792a77ee0df17593dc69739d5db35c2a7112dd3c064b9a944,83a9564e0f37e60f5819f114d6f11815fcdf628d42acaabc8d916653717ac434,80cbedc1d6b854cbda6806f048799a681e31c39e2dcd61c90a9dd6fc1423aaa1,18462,18462,1.0,11520,215844,0.0506676518710086,parity
023,3,56a57dd8cf65d96b45cc90de9b6c0d473ba475b8badd62f587ee3a7354e29da3,9309902dcd40246cddc40e01bcb8f5662d717de379dca83f7f8aa913e3c2c634,155210fcb90e01ee8e1d3d99a974c34e1c6521e52add7b191d870a86cb588471,29509,27814,1.0609405335442583,254254,958208,0.20970059267836846,positive
024,3,4d79a1fd32c5d2bd3e3f985164135d6a5f2a70c3bccc1689d79473282287ef09,52c26f21594db32336b5df6b19fea418bede12d63bf664e6cb4c36f226b19740,0dee63e2b7ed701ef822b0a53fbb5db7bef19870caf2cdca8582599703cd94e6,955894,955894,1.0,200,393820,0.0005075884472869397,parity
025,3,9970b0f13decd29dbc833720d12822cb2b66f62a3bd6fd88f10f7c24a12dd6df,5ed372981f33244c77429241754e93e7199f05acfc4cbfe0c57b4ef095a5582c,c0c5eb47fd83ef2b697bc9f7db9cbb06a497a6898099e462fbdbff3c78200c39,1568824,1568824,1.0,0,4177920,0.0,parity
026,3,b1b8523dc0dbb6060f0969a67d058f1cc067b666dbf2f2082fe892caa1691a14,0be70a9c31823506625e574cdcf3ee12a52fea99a983210cd11c5913a7d5a5d5,d4f74d4a5723069edf37c2fb6f852ce1ebf2ce048cd42dd40a21a02e03c631ab,37309,33181,1.1244085470600644,412742,965154,0.29954510354917935,positive
027,3,46f6b1af446913de62acb07364d880d9655cfe0ac555f826a27b630388e149c1,bdaebf3a70adca871f04858675f5e76baf7a40d2eb7aefbcf6f9e0473bbe02bc,f5feeb5a5bb44ac483eeb025f521660016c85bc32a3bed0d8891b2cbccb51383,837049,837049,1.0,2945024,2584576,0.5325925925925926,parity
028,3,afeff34a408416951a10baa6b0523e0019dd27474c01644f7b1fd315c0060ded,60b1d25a0e953aa0cd65637123e5c8a0061538a72e165059043c4608a8558ccb,f893e0bf7cd321edc714f451b8e8c00c9f5543102b9d2b4bad228db28b279f1e,13737069,13397125,1.0253743993580713,27200016,13902960,0.6617529592017862,positive
029,3,abbb808f1828c278f70b016955c9ea7f41da83bc8e6783096fa604fd23ee289e,9c865a17acd46ec5174c5198bc845b3566161368ef859b112c464d68fccd744f,bfbcb0f99cdf1077057f3113171d9b0edb6a851e31979c002044a14be1a3facc,12951,12951,1.0,0,258132,0.0,parity
030,3,cb6b8eb2f676d71aec2e8298ebbfc9a31602f099b617844473da64915c090b5e,5b05d30243a7012de7005fe731bcfd66cb0dcb2310eb8a739e40c80f98da1fd2,45fadf7e028ffaabe003293c97a4f137e6a5a7fcdee51e6cb9c84448ed652f5e,928413,928296,1.0001260373846272,5065728,2509824,0.6686942416869425,positive
031,3,4f6453a815c153d5d848f3e51a63571f615f9fa81f736142ea3965afba10116e,77bebcf2df055224a98ebc7a41350189feecf9b1f88c862ddcca18647d32d22c,0775a1bcdbe97f934603aeb8cd49398fb309c7dadfa714ff59f5bfa3c09d17fc,510173,486904,1.047789708032795,3631596,11202996,0.244805923883852,positive
032,3,7a2303501c1bca958da77d5a2c5685300b17e5c6d01e009ef33b4d181a847181,f34d22898885e81a5ca301495b306c4509b8a377e8bfeb9d9415e04a8f9d316c,989949b8a11af04a136d0736f5ee6c3819dd61b58e73f86d81194783a457bf66,12161,12161,1.0,12360,279156,0.04239904499238464,parity
033,3,dfcbf1bac2ddfba77524c188794a836c7f346f1861cc087e8109c1460a756b28,9d896e85fb05b6fa52a39ba2239e225c56a626476e9e74e1407cc3d47888ccc3,7fc3b1fb6ba561e94227b8803ed28ce791a82d7dfad6b457dd4c8e225326d36a,585906,584778,1.0019289371351179,3063808,9062512,0.2526576900494132,positive
034,3,376dc0c6167b63ecb56e5b9f21dd89bcd3873e05ef6ad22140bd5c57648583ec,8f991be22e510ec81d1885a0ea2065c682fc1ee0ae2b4253a2315a1c7df600d7,bfdb86e32115fd6f454daa86ef0336cc867f99b6574673619fa1671b4c303098,262307,261890,1.0015922715643972,2475008,2468400,0.500668364820383,positive
035,3,3807d72e8fcb647e716dbf7fafd7d1c45d6868c23e3c19bc571801af779daf65,117ce23b00e61bfd860d5fb34f6c37ec3d8e548e9c26a73cbe222833a285d85f,f00d6c4e93640135489da65a58b8bdff0adce1a26164905faa8b2e0db906d41b,51279,50797,1.0094887493355906,403432,551740,0.42236581474331325,positive
036,3,08e71dc4da33afa7aee48c80dc4e7090d20033e0539edebc8ded40db491bd424,7bf8dba1df2d34dceada4f22a4eb94ef9d0e21992c8d187d5dd98c4ae1e9e1c5,4d52ea93031e4b2c489582c20f167cb2405771cc5918d166c56e5c3c98d1316f,311345,311345,1.0,0,3280256,0.0,parity
037,3,8ff94e370497dcd49eca226e84c276cd2f43b3cb90a7d51b913dd36356b5d208,795d3adb1e44f58028cc1644f93658f5c7700e1bb0a360d33f3abfb72d6d95d3,78e86980746b8d036c9d008151dba95387eb8ebd98fd395ab771ce57a064b933,74038,74038,1.0,942080,655360,0.5897435897435898,parity
038,3,008df83faa27d4d929157bd91ece8658d83aba40147fd4457f0918e554e47687,78c77dd0d367c60343da4141719a5e8128458492709f21fe60d6242e139ebfbf,0b5eb463bd5910bdd47b8f374727ed8c7bdce8b751a22452a0f888d912af7ba1,445563,445306,1.0005771312311085,5176320,3795978,0.5769224339182671,positive
039,3,045ed6bc49abf6fa9b9398640f5c4e63b4714d0a9a1301102af6824022142fcb,71224c79c52c780dc4338c9dd2e70167657e7894eac2d1e635054ce43f382400,d697728bfada7d325bcc83021aa39a2b1df04ddbce73ce849213615a87ef949d,485565,483226,1.0048403852441714,7151616,11374592,0.38602697324784435,positive
040,3,e7f7f954dea1bf0828abe2652276caf1d0976eb203c32eb6c47a169b4219bed5,06493ba0c839a31d0c585d8962b55bf197215579f6a9d524a03e8696df1518df,8bc0d5c9f54c116b03b4af99d19614856f681e3cc9bf6efd5594672cd3af78cb,84492,79061,1.068693793400033,633746,2001506,0.24048781672492803,positive
041,3,ae71cf35b34be023c4609b16655550c98ce923120a26798ca68f36ec10181501,bf915815f40f738f15930fc41ab4d0b1225f330e3486eb63fa9943e1db802ae2,860528339696e42d6d4421497e703d933384ebec9bbb6bcbc4a0b5b741e343d3,2002848,2000288,1.0012798157065383,2212876,33081412,0.06269785071170723,positive
042,3,119e1ccd99b269b7c196eef8b94ab1aa9ed0e32e158c6a1f5b9b7554daa1f868,e71cedfc851459927ccd396bd63cb971a389b8a7ebb9eaaf3cb8cf99a73a4488,0effaeff74ea3ed91b0593614fc8f8c6051261be90aed96135291c36be91d702,540347,537423,1.005440779423285,4067912,9905672,0.2911144342067146,positive
043,3,81fe05b3a721e6292e5fc980c3cc288df1ebb42ba9692bfa60a813c718d32632,44d57b613005f533c20636427549e1b2209f30ffdd518ac87f7c1c9488a67103,abd71024963d82f7e788505f6d3a63b47d51b63aa2ea2fc3670d06e7ab155e09,190543,185674,1.026223380764135,1821414,2761882,0.3974026552070824,positive
044,3,d0c66fea500699d9baf1acf4a206cd29692f0c6dd16c7bba287094d132f62611,983ae85b811afdcda46e85b44c72a7cc415bdd08630c6de8d721d3ab757e5e28,b5e5f7e648c80ff62813f4efee429ae20c41b6091a69cb73b88c19419387005f,100660,57715,1.7440873256519103,3495936,998496,0.7778371104513317,positive
045,3,2d3d3a176e82d708c67babf80d037481192ddde4f473f0c585cd32aa2a8b995a,84dfdfe65438d2422fc5ac85e7f213136d5a02fcb5a4445cb9eacd1a081b1e5f,030d6e3a59380c43a40ffdd9ab9545e20a9ba70085e47f8139d728de98b17ef0,43001,43001,1.0,0,352256,0.0,parity
046,3,a00c62f7c0d3172dff381233f3585030aa27d3c6e62599de975c0ce479f0644e,a47dc662ff17f735931b20cb4e555a83c4bd29efb14625b24333b6b2a988efcb,a58365f480e21f70dadf7db1b212d528ed50a7be765a7777f0c25f45f81da09a,97312,82060,1.1858640019497928,2023168,1804320,0.5285889857786621,positive
047,3,a99ef8cd6ee6d5722cec228a879216d84cb3078eadb4292991a962dad61e057a,9efa970824cc30aed4c26097a978535df10cbef8e52c9d43c646bb54b8dbde60,dc023e1c4fcc20cfc2a9f47a271273242fc94edb3ad5c3f39807aebf8f543633,103939,103539,1.0038632785713595,471688,901130,0.34359106596795785,positive
048,3,b6352215d5046d1e9dbd29a6b3b8187f9b5f5caa8369783e5d6438fbcbec3a07,94e07be36b70457284b2fde16a9da8cdc40ee237d0eddf2e85e2e8279fc2963d,7cc1413683acd1603b7d87194550d0dd01dff5e898f12ed46473e803cccc1dd9,99588,99499,1.0008944813515714,175884,631302,0.21789773360786732,positive
049,3,0a7e33909450be6069a2eb4443cca479478418a63211fe89dd16bc7589e3e50d,44a0394356f442dfce29587d02b8a44da0e44ddc5cdcc1b206cdf1770893704d,70c8a26d6fa1b19d0201f358d1f1b4d60f8667416bfd635b02fa5e4aedf46dd0,60064,59814,1.004179623499515,122194,433994,0.21969909455076342,positive
050,3,11c826e0a22c47acc5e5d1bdc31795401a8b9c91cb59d6db8eeaad0bfd9aadea,ba3f7fbd1c9295282d3c77e66467a33d7a787ecd092b55965ae2c3f537179751,c167ad213e3e4763a775f8cc1bc43c21d96a859d23592636f648bd8b62c8a39d,53950,51432,1.0489578472546275,342038,862268,0.28401253502016927,positive
051,3,196cdc398931fa64d9c5b032721fd6e5d1ce78827a58376b65666878465a487f,246813e78b05195eb702c7d49f0f8beecc15b248b097df23aafc7eb2c7478479,64d3dbae7fb23c6898528b66201527fd04fb22c23f03bd0487383db93fc14e29,228013,228013,1.0,46,393358,0.00011692814511291192,parity
052,3,4e62d4609fd6e09abe8ad141340f897e9cf2281751f50d89331e024c3094c22c,e630f199465bdfd7eeda88b427742dd62511eed5fbf56554d9415034e54aa6b3,52d55cb3755921372e7509b975e09f7c3eff6237a02c5fb4ebab343aa2d75f51,52576,51544,1.020021729008226,277022,1330700,0.17230715260474136,positive
053,3,a844c0d5fd8080576e0809f23277d8b4d4c6e5a0a1b03c7e91e1d3c6e72e32cc,666d305f7c4e318aad09938b97f1760af7702b1636f5bcd7cf3669d734f83637,1583e31b4c811e31add64bf37dc6d07a645a3138c47762d00d20067e0c6553fb,423992,413676,1.0249373906148773,3175964,5000828,0.3884119835749766,positive
054,3,c3cd83dd449c20c3af18327065080597ac3f192f7125543e01462eeefc880cb0,dd81da336543b65ea843920493063a19978177a331d4de879002f78b46bc27bd,6ca563add3283fa747164ca45a966e72936b3ae4cbf726d60e1f565bd7cf794b,218987,217923,1.0048824584830423,599178,3241176,0.15602155426296638,positive
